feature,feature_label,physical_sample_id,scanner_a,scanner_b,pair_mean,difference_a_minus_b,bias,loa95_low,loa95_high
lab_a_mean,Mean a* (redness),BCG2-7,LABscanner,TRIOS3,-9.392707537649542,6.327295397138997,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG2-8,LABscanner,TRIOS3,-6.779806890391804,6.284567575792053,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG3-1,LABscanner,TRIOS3,-7.36647878091431,5.526938810649149,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG3-2,LABscanner,TRIOS3,-6.948934057582857,3.4275944735550254,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG3-3,LABscanner,TRIOS3,-6.9872390380079175,2.6020581665472022,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG3-4,LABscanner,TRIOS3,-6.968776313919541,2.2826264195163475,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG3-5,LABscanner,TRIOS3,-6.279652611449659,0.10186533486533023,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG3-6,LABscanner,TRIOS3,-7.061365316031587,1.0665502906810715,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG3-7,LABscanner,TRIOS3,-6.350324293100991,4.1884954425449585,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG3-8,LABscanner,TRIOS3,-5.228539281429672,-0.22770357398133712,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG4-1,LABscanner,TRIOS3,-12.797918710647869,3.2585453393019357,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG4-2,LABscanner,TRIOS3,-9.905785787581259,4.194973835157256,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG4-3,LABscanner,TRIOS3,-8.769205376832046,6.302464957329608,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG4-4,LABscanner,TRIOS3,-8.527431640473536,7.636840620310938,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG4-5,LABscanner,TRIOS3,-7.8525791224598915,2.9281474620861054,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG4-6,LABscanner,TRIOS3,-8.673089984036242,5.603235590888666,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG4-7,LABscanner,TRIOS3,-7.1508572466456,7.083270442661572,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG4-8,LABscanner,TRIOS3,-6.726228865286187,3.9882328223324386,3.9187449446684637,-0.6873852192268517,8.52487510856378
lab_a_mean,Mean a* (redness),BCG1-1,LABscanner,TRIOS5,-8.58150038105606,-4.129940471808496,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG1-2,LABscanner,TRIOS5,-8.151465845246358,0.43970491286880176,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG1-3,LABscanner,TRIOS5,-8.928923718338876,3.2708832444874076,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG1-4,LABscanner,TRIOS5,-7.670123912282076,3.891539240258595,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG1-5,LABscanner,TRIOS5,-8.716285550309582,4.508513900471989,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG1-6,LABscanner,TRIOS5,-7.549771826502713,4.026912846799242,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG1-7,LABscanner,TRIOS5,-8.940614792859606,7.0807307865093705,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG1-8,LABscanner,TRIOS5,-7.487762120791899,4.6964170797302245,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG2-1,LABscanner,TRIOS5,-6.93087521602744,3.5375532088778208,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG2-2,LABscanner,TRIOS5,-8.392031243162757,8.102158844230377,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG2-3,LABscanner,TRIOS5,-7.012201620566717,7.885983233891267,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG2-4,LABscanner,TRIOS5,-8.44224221425249,5.783020520564325,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG2-5,LABscanner,TRIOS5,-7.898846974972603,5.6772269222968745,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG2-6,LABscanner,TRIOS5,-8.878679010404843,10.882874587476376,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG2-7,LABscanner,TRIOS5,-11.071726606038052,9.685333533916015,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG2-8,LABscanner,TRIOS5,-9.488941099117913,11.702835993244271,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG3-1,LABscanner,TRIOS5,-8.551821192313252,7.897623633447033,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG3-2,LABscanner,TRIOS5,-8.493715646555618,6.517157651500547,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG3-3,LABscanner,TRIOS5,-8.367809566829763,5.363199224190893,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG3-4,LABscanner,TRIOS5,-8.653464349049552,5.652002489776368,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG3-5,LABscanner,TRIOS5,-8.422204137208672,4.386968386383355,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG3-6,LABscanner,TRIOS5,-9.102345057935931,5.14850977448976,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG3-7,LABscanner,TRIOS5,-6.8781892056211404,5.244225267585257,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG3-8,LABscanner,TRIOS5,-8.229065324045871,5.773348511251061,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG4-1,LABscanner,TRIOS5,-13.755499263587192,5.173706445180581,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG4-2,LABscanner,TRIOS5,-9.898589961102186,4.18058218219911,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG4-3,LABscanner,TRIOS5,-10.423685555147715,9.611425313960947,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG4-4,LABscanner,TRIOS5,-10.538813157910509,11.659603655184885,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG4-5,LABscanner,TRIOS5,-9.54115107381381,6.305291364793941,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG4-6,LABscanner,TRIOS5,-11.124082850842985,10.505221324502152,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG4-7,LABscanner,TRIOS5,-9.064281213433643,10.910118376237659,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG4-8,LABscanner,TRIOS5,-8.504757150716058,7.545289393192181,6.216125668052818,-0.28781614290853597,12.720067479014173
lab_a_mean,Mean a* (redness),BCG1-1,LABscanner,iTERO,-8.114518519100749,-5.063904195719118,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG1-2,LABscanner,iTERO,-9.993864890399026,4.124503003174137,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG1-3,LABscanner,iTERO,-9.301334431564987,4.0157046709396305,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG1-4,LABscanner,iTERO,-8.396851019408524,5.344993454511492,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG1-5,LABscanner,iTERO,-8.38567533190055,3.8472934636539264,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG1-6,LABscanner,iTERO,-5.819095147102194,0.565559487998204,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG1-7,LABscanner,iTERO,-8.654628202664599,6.508757606119357,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG1-8,LABscanner,iTERO,-8.609755653646694,6.940404145439814,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG2-1,LABscanner,iTERO,-6.585463959518078,2.8467306958590974,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG2-2,LABscanner,iTERO,-6.061626623899208,3.44134960570328,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG2-3,LABscanner,iTERO,-5.686093692968159,5.23376737869415,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG2-4,LABscanner,iTERO,-8.125711574501011,5.149959241061367,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG2-5,LABscanner,iTERO,-8.720283019356511,7.320099011064691,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG2-6,LABscanner,iTERO,-7.21449571358502,7.554507993836729,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG2-7,LABscanner,iTERO,-9.253037198615353,6.047954719070617,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG2-8,LABscanner,iTERO,-7.783736492766952,8.29242678054235,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG3-1,LABscanner,iTERO,-9.255968543370287,9.305918335561103,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG3-2,LABscanner,iTERO,-7.682138718036118,4.894003794461547,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG3-3,LABscanner,iTERO,-7.774917021016925,4.177414132565218,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG3-4,LABscanner,iTERO,-8.372703152748915,5.090480097175096,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG3-5,LABscanner,iTERO,-7.437112653363485,2.4167854186929816,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG3-6,LABscanner,iTERO,-8.104633547069263,3.1530867527564226,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG3-7,LABscanner,iTERO,-7.000674216424715,5.489195289192406,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG3-8,LABscanner,iTERO,-6.742555258324938,2.8003283798091942,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG4-1,LABscanner,iTERO,-14.593777749418807,6.850263416843813,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG4-2,LABscanner,iTERO,-12.223336184476121,8.830074628946981,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG4-3,LABscanner,iTERO,-11.260393673403096,11.284841550471707,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG4-4,LABscanner,iTERO,-10.51909168916349,11.620160717690847,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG4-5,LABscanner,iTERO,-11.078421569877,9.379832356920321,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG4-6,LABscanner,iTERO,-10.414082624544385,9.085220871904951,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG4-7,LABscanner,iTERO,-9.94330088882203,12.668157727014432,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG4-8,LABscanner,iTERO,-8.374133891462852,7.28404287468577,5.828122293957579,-0.9881371217599844,12.644381709675141
lab_a_mean,Mean a* (redness),BCG1-1,TRIOS3,TRIOS5,-7.6802340583120525,-2.3274078263204814,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG1-2,TRIOS3,TRIOS5,-8.9106375089228,-1.0786384144840824,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG1-3,TRIOS3,TRIOS5,-9.795611214982694,1.537508251199771,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG1-4,TRIOS3,TRIOS5,-8.738651756054784,1.7544835527131788,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG1-5,TRIOS3,TRIOS5,-10.176216628194787,1.588651744701579,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG1-6,TRIOS3,TRIOS5,-9.127971775483301,0.8705129488380656,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG1-7,TRIOS3,TRIOS5,-11.581161297830443,1.799637776567696,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG1-8,TRIOS3,TRIOS5,-10.90297035563567,-2.1339993899573173,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG2-1,TRIOS3,TRIOS5,-9.036025906461397,-0.6727481719900936,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG2-2,TRIOS3,TRIOS5,-10.866864487130337,3.152492356295216,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG2-3,TRIOS3,TRIOS5,-10.704513683901622,0.5013591072214574,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG2-4,TRIOS3,TRIOS5,-9.974479437845561,2.7185460733781817,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG2-5,TRIOS3,TRIOS5,-10.732841471079446,0.009237930083187962,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG2-6,TRIOS3,TRIOS5,-11.765064255945886,5.110104096394291,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG2-7,TRIOS3,TRIOS5,-14.23537430460755,3.3580381367770187,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG2-8,TRIOS3,TRIOS5,-12.63122488701394,5.418268417452218,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG3-1,TRIOS3,TRIOS5,-11.315290597637826,2.370684822797884,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG3-2,TRIOS3,TRIOS5,-10.20751288333313,3.0895631779455215,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG3-3,TRIOS3,TRIOS5,-9.668838650103364,2.761141057643691,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG3-4,TRIOS3,TRIOS5,-9.794777558807725,3.369376070260021,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG3-5,TRIOS3,TRIOS5,-8.473136804641337,4.285103051518025,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG3-6,TRIOS3,TRIOS5,-9.635620203276467,4.081959483808689,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG3-7,TRIOS3,TRIOS5,-8.97243692689362,1.0557298250402987,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG3-8,TRIOS3,TRIOS5,-8.115213537055203,6.0010520852323985,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG4-1,TRIOS3,TRIOS5,-15.38477193323816,1.9151611058786457,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG4-2,TRIOS3,TRIOS5,-11.996076878680814,-0.01439165295814604,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG4-3,TRIOS3,TRIOS5,-13.57491803381252,3.3089603566313386,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG4-4,TRIOS3,TRIOS5,-14.357233468065978,4.022763034873947,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG4-5,TRIOS3,TRIOS5,-11.005224804856862,3.377143902707836,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG4-6,TRIOS3,TRIOS5,-13.925700646287318,4.901985733613486,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG4-7,TRIOS3,TRIOS5,-12.60591643476443,3.8268479335760865,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG4-8,TRIOS3,TRIOS5,-10.498873561882277,3.557056570859743,2.2973807233843546,-1.8500771583910653,6.444838605159775
lab_a_mean,Mean a* (redness),BCG1-1,TRIOS3,iTERO,-7.213252196356741,-3.261371550231104,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG1-2,TRIOS3,iTERO,-10.753036554075468,2.606159675821253,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG1-3,TRIOS3,iTERO,-10.168021928208805,2.282329677651994,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG1-4,TRIOS3,iTERO,-9.465378863181233,3.207937766966076,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG1-5,TRIOS3,iTERO,-9.845606409785756,0.9274313078835164,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG1-6,TRIOS3,iTERO,-7.397295096082782,-2.590840409962972,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG1-7,TRIOS3,iTERO,-11.295174707635436,1.2276645961776822,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG1-8,TRIOS3,iTERO,-12.024963888490465,0.1099876757522722,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG2-1,TRIOS3,iTERO,-8.690614649952035,-1.363570685008817,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG2-2,TRIOS3,iTERO,-8.536459867866789,-1.508316882231881,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG2-3,TRIOS3,iTERO,-9.378405756303064,-2.1508567479756593,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG2-4,TRIOS3,iTERO,-9.657948798094083,2.0854847938752243,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG2-5,TRIOS3,iTERO,-11.554277515463355,1.6521100188510047,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG2-6,TRIOS3,iTERO,-10.100880959126062,1.7817375027546447,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG2-7,TRIOS3,iTERO,-12.416684897184851,-0.2793406780683796,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG2-8,TRIOS3,iTERO,-10.926020280662978,2.0078592047502966,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG3-1,TRIOS3,iTERO,-12.019437948694861,3.7789795249119535,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG3-2,TRIOS3,iTERO,-9.39593595481363,1.4664093209065214,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG3-3,TRIOS3,iTERO,-9.075946104290527,1.5753559660180159,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG3-4,TRIOS3,iTERO,-9.514016362507089,2.8078536776587484,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG3-5,TRIOS3,iTERO,-7.48804532079615,2.3149200838276514,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG3-6,TRIOS3,iTERO,-8.637908692409798,2.086536462075351,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG3-7,TRIOS3,iTERO,-9.094921937697194,1.300699846647447,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG3-8,TRIOS3,iTERO,-6.628703471334269,3.0280319537905314,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG4-1,TRIOS3,iTERO,-16.223050419069775,3.591718077541877,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG4-2,TRIOS3,iTERO,-14.32082310205475,4.635100793789725,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG4-3,TRIOS3,iTERO,-14.4116261520679,4.982376593142099,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG4-4,TRIOS3,iTERO,-14.33751199931896,3.9833200973799094,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG4-5,TRIOS3,iTERO,-12.542495300920052,6.451684894834216,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG4-6,TRIOS3,iTERO,-13.215700419988718,3.4819852810162857,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG4-7,TRIOS3,iTERO,-13.484936110152816,5.58488728435286,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG4-8,TRIOS3,iTERO,-10.368250302629072,3.295810052353332,1.9093773492891148,-2.636100382433833,6.454855081012063
lab_a_mean,Mean a* (redness),BCG1-1,TRIOS5,iTERO,-6.049548283196501,-0.9339637239106224,-0.3880033740952399,-4.886711432878482,4.110704684688003
lab_a_mean,Mean a* (redness),BCG1-2,TRIOS5,iTERO,-10.213717346833427,3.6847980903053354,-0.3880033740952399,-4.886711432878482,4.110704684688003
lab_a_mean,Mean a* (redness),BCG1-3,TRIOS5,iTERO,-10.936776053808691,0.7448214264522228,-0.3880033740952399,-4.886711432878482,4.110704684688003
lab_a_mean,Mean a* (redness),BCG1-4,TRIOS5,iTERO,-10.342620639537822,1.453454214252897,-0.3880033740952399,-4.886711432878482,4.110704684688003
lab_a_mean,Mean a* (redness),BCG1-5,TRIOS5,iTERO,-10.639932282136545,-0.6612204368180628,-0.3880033740952399,-4.886711432878482,4.110704684688003
lab_a_mean,Mean a* (redness),BCG1-6,TRIOS5,iTERO,-7.832551570501815,-3.4613533588010377,-0.3880033740952399,-4.886711432878482,4.110704684688003
lab_a_mean,Mean a* (redness),BCG1-7,TRIOS5,iTERO,-12.194993595919284,-0.5719731803900139,-0.3880033740952399,-4.886711432878482,4.110704684688003
lab_a_mean,Mean a* (redness),BCG1-8,TRIOS5,iTERO,-10.957964193511806,2.2439870657095895,-0.3880033740952399,-4.886711432878482,4.110704684688003
lab_a_mean,Mean a* (redness),BCG2-1,TRIOS5,iTERO,-8.354240563956989,-0.6908225130187233,-0.3880033740952399,-4.886711432878482,4.110704684688003
lab_a_mean,Mean a* (redness),BCG2-2,TRIOS5,iTERO,-10.112706046014397,-4.660809238527097,-0.3880033740952399,-4.886711432878482,4.110704684688003
lab_a_mean,Mean a* (redness),BCG2-3,TRIOS5,iTERO,-9.629085309913792,-2.6522158551971167,-0.3880033740952399,-4.886711432878482,4.110704684688003
lab_a_mean,Mean a* (redness),BCG2-4,TRIOS5,iTERO,-11.017221834783173,-0.6330612795029573,-0.3880033740952399,-4.886711432878482,4.110704684688003
